Time,Year,PI_Name,Title
100.0,2002,BEHAR,MU LEP: A CASE STUDY FOR THE ORIGIN OF X-RAYS FROM CHEMICALLYPECULIAR LATE B STARS
50.0,2002,SAHAI,INVESTIGATING COLLIDING WINDS AND MAGNETISED STARS INPRE-PLANETARY NEBULAE
120.0,2002,HUENEMOERDER,"HETGS SPECTROSCOPY OF A CORONALLY ACTIVE CONTACT BINARY, VW CEP"
48.0,2002,PREDEHL,NEAR-EDDINGTON ACCRETION IN THE BINARY SUPERSOFT X-RAY SOURCE RXJ0513.3-6951
67.0,2002,MAUCHE,THE STRUCTURE OF THE BOUNDARY LAYER OF U GEMINORUM IN OUTBURST
60.0,2002,TERADA,THE ANISOTROPIC TRANSFER OF RESONANCE PHOTONS IN CATACLYSMICVARIABLES
100.0,2002,MUKAI,THE HIGH RESOLUTION X-RAY SPECTRUM OF AM HERCULIS: PROBING THEACCRETION PROCESS
60.0,2002,STROHMAYER,TIMING THE ORBIT OF RX J1914.4+2456: GRAVITATIONAL RADIATION ANDTHE NATURE OF THE X-RAY EMISSION
20.0,2002,STROHMAYER,IN SEARCH OF THE X-RAY COUNTERPART TO KUV 01584-0939 (CET3)
50.0,2002,LONG,PROBING THE BOUNDARY LAYER AND WIND OF U GEM IN OUTBURST
55.0,2002,STARRFIELD,MULTIWAVELNGTH TARGET OF OPPORTUNITY OBSERVATIONS OF A BRIGHTNOVA IN OUTBURST
153.0,2002,LEWIN,A UNIFORM STUDY OF GLOBULAR CLUSTER X-RAY SOURCES: THE KEY TOCLUSTER DYNAMICAL EVOLUTION
100.0,2002,GRINDLAY,X-RAYING BAADE'S WINDOW THROUGH THE GALACTIC BULGE
82.0,2002,ORIO,"A X-RAY WINDOW TO V838 MON, A BRIGHT SYMBIOTIC NOVA"
40.0,2002,HURLEY,REOLVING THE SHORT GAMMA-RAY BURST MYSTERY
100.0,2002,CANIZARES,VARIABILITY IN THE LINE EMISSION OF THE X-RAY PULSAR 4U 1626-67
15.0,2002,CANIZARES,HIGH RESOLUTION SPECTROSCOPY OF THE LMXB SCO X-1
45.0,2002,SLANE,MONITORING THE SPECTRAL VARIABILITY OF THE ULTRALUMINOUS X-RAYSOURCE IN HOLMBERG IX
10.0,2002,KOBAYASHI,FIRST X-RAY DETECTION OF AN ISOLATED BLACKHOLE CANDIDATEMACHO-96-BLG-5
60.0,2002,FENDER,THE X-RAY JETS OF SS 433
2.0,2002,WACHTER,LOCATING THE COUNTERPARTS OF THE INTRIGUING X-RAY BURSTERSX1702-429 AND X1715-321
15.0,2002,ROTHSCHILD,LOCALIZING THE TRANSIENT 89 SECOND PULSAR XTE J1906+09
65.0,2002,WIJNANDS,X-RAY QUIESCENT COUNTERPARTS OF THE GLOBULAR CLUSTER TRANSIENTS
25.0,2002,TOMSICK,LOCALIZING THE NEUTRON STAR X-RAY TRANSIENT EXO 1747-214
200.0,2002,LEWIN,DIAGNOSING THE ACCRETION FLOW GEOMETRY OF A GALACTIC BLACK HOLEIN OUTBURST WITH CHANDRA
60.0,2002,HYNES,PROBING THE ACCRETION GEOMETRY OF A QUIESCENT BLACK HOLE
40.0,2002,KLIS,THE FAINTEST 'FIELD' LOW-MASS X-RAY BINARIES
30.0,2002,ZWART,FINDING BLACK HOLES AND UNDERSTANDING STAR CLUSTER EVOLUTIONWITH CHANDRA
3.0,2002,EIKENBERRY,A CHANDRA SNAPSHOT OBSERVATION OF AX J1226.86249: A HIGH MASSX-RAY BINARY PRODUCING A BOW-SHOCK NEBULA ?
15.0,2002,HEINDL,UNDERSTANDING THE EXTENDED EMISSION IN CYGNUS X-3
5.0,2002,KONG,PURSUING HINTS OF MULTIPLICITY IN M31 GLOBULAR CLUSTER BO 375
50.0,2002,POTTSCHMIDT,"CYGNUS X-1: X-RAY DIPS, DISTANCE, AND THE X-RAY HALO"
60.0,2002,LEWIN,RESOLVING THE LOW/HARD STATE OF CYGNUS X-1 WITH CHANDRA
5.0,2002,KAARET,THE ULTRALUMINOUS X-RAY SOURCE IN HOLMBERG II
40.0,2002,ARZOUMANIAN,DUSTY SHOCKS AND PULSAR WINDS: IDENTIFYING THE SOURCE MODEL FORG70.7+1.2
10.0,2002,VESTRAND,"A SEARCH FOR X-RAY EMISSION FROM OGLE-1999-BUL-32: THE ""MISSINGLINK"" BETWEEN STELLAR MASS AND SUPERMASSIVE BLACK HOLES"
43.0,2002,BILDSTEN,QUIESCENT EMISSION FROM TRANSIENT ACCRETION-POWERED PULSARS
60.0,2002,JIMENEZ-GARATE,X-RAY TRANSMISSION SPECTROSCOPY DURING THE STAR-RISE OF HER X-1
55.0,2002,JIMENEZ-GARATE,EXPLORING ACCRETION DISKS: THE LINE-RICH SPECTRA OF X-RAY BINARYDIPPERS
7.0,2002,CHAKRABARTY,SNAPSHOT SURVEY OF FOUR LMXBS
105.0,2002,MURRAY,NEUTRON STARS IN QUIESCENCE
40.0,2002,MENDEZ,``QPO-FOLDED'' SPECTROSCOPIC OF THE LOW-MASS X-RAY BINARY ANDDIPPER 4U 1323-62
40.0,2002,MENDEZ,SOFT X-RAY EMISSION FROM X-RAY BINARIES
35.0,2002,JONKER,FAINT NEUTRON STAR SOFT X-RAY TRANSIENTS IN QUIESCENCE
75.0,2002,MILLER,"AN HETGS OBSERVATION OF GX 339-4 IN THE LOW/HARD STATE:ACCRETION GEOMETRY, RELATIVITY, AND JET FORMATION"
30.0,2002,JONKER,THE BHC SOFT X-RAY TRANSIENT XTE J1908+094 RETURNING TOQUIESCENCE
3.0,2002,MARKWARDT,DETERMINATION OF THE POSITION OF THE MILLISECOND PULSAR XTEJ1807-294
100.0,2002,FRUCHTER,THE ORIGIN OF GAMMA-RAY BURSTS
140.0,2002,CANIZARES,SNR E0102-72: COMPLETING THE PICTURE
125.0,2002,BURROWS,MONITORING THE BIRTH OF SUPERNOVA REMNANT SNR1987A
10.0,2002,PREDEHL,SIMULTANEOUS X-RAY AND OPTICAL HIGH SPEED PHOTOMETRY OF THE CRABPULSAR
20.0,2002,GARMIRE,OBSERVATION OF SNR G11.4-0.1
40.0,2002,GARMIRE,"ALTERNATE-PSR J1509-5850 : ""VELA-LIKE"" PULSAR FOUND IN THEPARKES MULTIBEAM PULSAR SURVEY"
350.0,2002,SLANE,A DETAILED STUDY OF 3C58 - THE YOUNGEST KNOWN PULSAR NEBULA INTHE GALAXY
38.49,2002,GAENSLER,MULTI-EPOCH OBSERVATIONS OF PSR B1509-58 AND ITS NEBULA
50.0,2002,HALPERN,IMAGING AND SPECTROSCOPY OF THE PULSAR EXPECTED IN CTA1
20.0,2002,HALPERN,REVEALING THE PULSAR COUNTERPARTS OF EGRET SOURCES
370.0,2002,HUGHES,STUDYING HIGH MACH NUMBER SHOCKS IN YOUNG SUPERNOVA REMNANTSWITH CHANDRA
54.0,2002,KOO,SUPERNOVA REMNANT(S) AND STAR-FORMING REGIONS IN THE W51 COMPLEX
36.0,2002,KASPI,THE X-RAY NEBULA OF PSR B1046-58
75.0,2002,SAFI-HARB,A JET-CLOUD INTERACTION IN W50: THE GALACTIC MICRO-QUASARASSOCIATED WITH SS 433
40.0,2002,HELFAND,SUPERNOVA REMNANTS: HOMES FOR YOUNG NEUTRON STARS
75.0,2002,PANNUTI,A STUDY OF THE X-RAY LUMINOUS NORTHWESTERN RIM OF THE GALACTICSUPERNOVA REMNANT G266.2-1.2
225.0,2002,SEWARD,SUPERNOVA REMNANTS IN THE MAGELLANIC CLOUDS
15.0,2002,ROMANI,GALACTIC GEV GEMINGAS: POINT SOURCE PARAMETERS AND COMPACT PWN
40.0,2002,SEWARD,OBSERVING THE THERMAL COMPOSITE SNR KES 27
40.0,2002,SANWAL,X-RAY EMISSION FROM YOUNG RADIO PULSARS DISCOVERED IN THE PARKESMULTIBEAM SURVEY
19.0,2002,CAMILO,FREE AT LAST: AN ENERGETIC PULSAR ESCAPES ITS SUPERNOVA REMNANT
30.0,2002,BECKER,CHANDRA OBSERVATIONS OF THE UNIDENTIFIED GAMMA-RAY SOURCE INGAMMA-CYGNI
75.0,2002,WOODS,TOO OBSERVATIONS OF SOFT GAMMA REPEATERS
45.0,2002,PAVLOV,PHASE RESOLVED SPECTROSCOPY OF THE VELA PULSAR
75.0,2002,WOODS,PROBING THE NATURE OF THE TORQUE VARIABILITY IN SGR 1900+14
60.0,2002,LU,REVEALING THE PULSAR IN SUPERNOVA REMNANT G54.1+0.3
300.0,2002,LEWIN,PROMPT CHANDRA OBSERVATIONS OF NEARBY SUPERNOVAE
60.0,2002,KASPI,X-RAY BURSTS FROM ANOMALOUS X-RAY PULSARS
40.0,2002,HUGHES,CHANDRA TOO OBSERVATIONS OF TYPE IA SUPERNOVAE
110.0,2002,RAKOWSKI,DEM L71: SHOCK PHYSICS AT HIGH RESOLUTION
20.0,2002,GARMIRE,OBSERVATION OF SNR RCW103
25.0,2002,KOUVELIOTOU,UNRAVELING THE COOLING TREND OF A MAGNETAR: STUDY OF SOFT GAMMAREPEATER SGR 1627-41
43.0,2002,KAPLAN,COMPLETING THE CENSUS OF COMPACT OBJECTS IN SUPERNOVA REMNANTS
92.0,2002,KASPI,IS AX J1845-0258 AN ANOMALOUS X-RAY PULSAR?
34.5,2002,SAFI-HARB,EXPLORING THE ZOO OF NEUTRON STARS: HUNTING CGPS SNRS WITHCHANDRA
25.0,2002,ARZOUMANIAN,PLERIONS WITH HOLES? THE UNUSUAL SUPERNOVA REMNANTS DA 495 ANDG76.9+1.0
40.0,2002,ROBERTS,PSR J2021+3651: A GAMMA-RAY PULSAR AT THE EDGE OF THE GALAXY?
40.0,2002,ZAVLIN,THE PULSAR WIND NEBULA AROUND PSR 0656+14
75.0,2002,WILLIAMS,SUPERNOVA REMNANTS IN THE N19 HII COMPLEX
60.0,2002,PIRO,THE ORIGIN OF X-RAY RICH GAMMA-RAY BURSTS: HIGH-Z EVENTS AND NEWCOSMIC EXPLOSIONS
110.0,2002,BORKOWSKI,"MODERATELY-SIZED, MIDDLE-AGED SUPERNOVA REMNANTS IN MAGELLANICCLOUDS: AN UNEXPLORED POPULATION"
60.0,2002,ROBERTS,THE DYNAMICS OF THE PULSAR WIND NEBULA IN G11.2-0.3
5129.6,2002,PAVLOV,FIRST MEASUREMENT OF THE GRAVITATIONAL REDSHIFT AT THE SURFACEOF A NEUTRON STAR
65.0,2002,MURRAY,SURFACE TEMPERATURE OF ISOLATED NEUTRON STARS
180.0,2002,GARMIRE,"LOCALIZATION OF ""OPTICALLY DARK"" GRBS WITH SLOW TOOOBSERVATIONS."
50.0,2002,GARMIRE,"LOCALIZATION OF ""OPTICALLY-DARK"" GRBS WITH FAST TOO OBSERVATIONS"
40.0,2002,GOTTHELF,MAKING THE MOST OF REMNANTS WITH CENTRAL OBJECT CANDIDATES
30.0,2002,KULKARNI,EXPLORING THE GRB-SUPERNOVA CONNECTION VIA SN2003L
40.0,2002,PEDERSEN,GRB030226: TESTING THE DUST DESTRUCTION HYPOTHESIS
25.0,2002,GARMIRE,X-RAY MONITORING OF SAGITTARIUS A* AND THE GALACTIC CENTER
30.0,2002,GARMIRE,X-RAY SOURCES IN THE NEARBY BARRED SPIRAL GALAXY NGC 1313
44.0,2002,SARAZIN,LOW MASS X-RAY BINARIES AND GLOBULAR CLUSTERS IN VIRGOEARLY-TYPE GALAXIES
150.0,2002,JONES,EXPLORING THE COOLING FLOW RIDDLE: THE NATURE AND EFFECT OFNUCLEAR OUTBURSTS IN THE ELLIPTICAL GALAXY NGC4636
30.0,2002,RAMSAY,IDENTIFYING LOW LUMINOSITY SOURCES IN THE NEAREST DWARF SPHERIODGALAXIES
74.0,2002,PEDERSEN,X-RAY HALOES OF MASSIVE DISC GALAXIES: TESTING GALAXY FORMATION
60.0,2002,HECKMAN,NGC 1705: TESTING THE PARADIGM OF THE WIND-DRIVEN EVOLUTION OFDWARF GALAXIES
85.0,2002,WEAVER,CHANDRA OBSERVATIONS OF THE EVOLVING CORE OF THE STARBURSTGALAXY NGC 253
50.0,2002,TERASHIMA,THE NATURE OF ULTRALUMINOUS X-RAY SOURCE POPULATION IN M51
100.0,2002,ROBERTS,PROBING THE SPECTRAL VARIABILITY OF THE ULTRALUMINOUS X-RAYSOURCE NGC 5204 X-1
20.0,2002,WILLIGER,LYMAN-ALPHA BLOBS AND THE FORMATION OF STRUCTURE AT HIGHREDSHIFT
50.0,2002,PRESTWICH,CHANDRA OBSERVATIONS OF RICH LMC STAR CLUSTERS
60.0,2002,IRWIN,THE INTERACTION OF HOT AND COLD GAS IN GALAXIES
5.0,2002,DUBUS,RESOLVING X-RAY EMISSION FROM THE NUCLEUS OF M33
65.0,2002,GREGG,THE IMPENDING DESTRUCTION OF NGC1427A
60.0,2002,WANG,GALACTIC CORONA ALONG THE HUBBLE SEQUENCE
100.0,2002,SANDERS,DIFFUSE X-RAY EMISSION FROM THE HOT ISM IN NEARBY SPIRALGALAXIES
30.0,2002,MARTIN,DO ULIG'S DRIVE HOT GALACTIC WINDS?
30.0,2002,BAUER,A CHANDRA AND HST STUDY OF IC 10: THE NEAREST STARBURST GALAXYTO THE MILKY WAY
50.0,2002,PANNUTI,AN X-RAY SEARCH FOR EXTRAGALACTIC SUPERNOVA REMNANTS IN THESCULPTOR GROUP GALAXIES NGC 300 AND NGC 7793
40.0,2002,KIM,X-RAY TAILS IN EARLY TYPE GALAXIES
5.0,2002,GARMIRE,IR EXCESS GALAXIES: YOUNG STARBURSTS OR BURIED AGN?
11.0,2002,GARMIRE,ALTERNATE- IR EXCESS GALAXIES: YOUNG STARBURSTS OR BURIED AGN?
10.0,2002,PADOVANI,OBSERVATIONS OF THE OPTICAL JET OF MH 2136-428
15.0,2002,PREDEHL,SOLVING THE ENIGMAS OF THE NEARBY SEYFERT/STARBURST GALAXYNCG1365 WITH CHANDRA ACIS-S
5.0,2002,PREDEHL,THE NATURE OF THE X-RAY SOURCE 1E0104+3153
10.0,2002,PREDEHL,MONITORING THE X-RAY TRANSIENT AGN RX J2217.9-5941
6.0,2002,PREDEHL,PRECISE DETERMINATION OF THE BRIGHT END OF THE LOCAL GALAXYX-RAY LUMINOSITY FUNCTION
5.0,2002,PREDEHL,CHANDRA LETG SPECTROSCOPY OF THE GAMMA-RAY BLAZAR 3C 279 AS PARTOF A MULTIFREQUENCY CAMPAIGN
35.0,2002,GARMIRE,"A CHANDRA SURVEY OF LUMINOUS, RADIO-DETECTED QUASARS AT Z > 4"
50.0,2002,COLBERT,THE LARGE-SCALE GALACTIC OUTFLOW IN THE SEYFERT GALAXY NGC 2992
43.2,2002,BRANDT,A CHANDRA AND XMM-NEWTON STUDY OF THE MOST DISTANT QUASARS:X-RAYING THE FIRST MASSIVE BLACK HOLES
100.0,2002,MATHUR,METALLICITY DETERMINATION IN A NARROW LINE SEYFERT 1 GALAXYUSING JOINT CHANDRA \& HST OBSERVATIONS
50.0,2002,KRAFT,"A SEARCH FOR PROPER MOTIONS, INTENSITY VARIATIONS, AND SPECTRALCHANGES IN THE X-RAY KNOTS OF THE CENTAURUS A JET"
120.0,2002,SCHWARTZ,STUDY OF A QUASAR AND X-RAY JET AT REDSHIFT Z=5.99
50.0,2002,ISOBE,PROBING INTO THE ENEGETICS IN LOBES OF RADIO GALAXIES.
50.0,2002,HARDCASTLE,BULK DECELERATION AND PARTICLE ACCELERATION IN THE INNER JETS OF3C296
40.0,2002,WALLIN,X-RAY STRUCTURE OF THE ``BLOW-OUT'' GAS IN TWO COLLISIONAL RINGGALAXIES
468.4,2002,BIRKINSHAW,STRUCTURES AND SPECTRA OF EXTENDED EMISSION REGIONS IN THREE BLLAC OBJECTS
151.0,2002,SAMBRUNA,THE PHYSICS OF RELATIVISTIC JETS: DEEP CHANDRA AND HSTOBSERVATIONS OF TWO NEWLY DISCOVERED JETS
40.0,2002,HARRIS,X-RAY VARIABILITY IN THE JET AND CORE OF M87
50.0,2002,WORRALL,"THE X-RAY JETS, CORES, AND GAS IN FRI RADIO GALAXIES"
394.93,2002,STOCKTON,DO QSO EXTENDED EMISSION REGIONS RESULT FROM COOLING FLOWS?
80.0,2002,MINESHIGE,AN X-RAY MICROLENSING TEST OF THE AU-SCALE CENTRAL STRUCTURE OFTHE QUADRUPLE QUASAR 2237+0305
35.0,2002,TERASHIMA,AN X-RAY SURVEY OF RADIO-SELECTED LOW-LUMINOSITY AGNS
144.26,2002,KASPI,SEARCHING FOR HIGHLY IONIZED WARM ABSORBERS IN HIGH LUMINOSITYAGN: 4C 74.26
100.0,2002,WOLTER,THE NATURE OF THE ``COMPOSITE'' SEYFERT/STAR-FORMING GALAXIES
50.0,2002,HARDCASTLE,MAGNETIC FIELD STRENGTHS IN THE LOBES OF FRII RADIO SOURCES
135.0,2002,FABBIANO,QUIESCENT SUPERMASSIVE BLACK HOLES
80.0,2002,SATYAPAL,A CHANDRA SURVEY OF INFRARED-BRIGHT LINER GALAXIES
10.0,2002,DOBRZYCKI,"CHANDRA OBSERVATION OF HS 1603+3820 - A BRIGHT, HIGH REDSHIFTQUASAR WITH VERY RICH ASSOCIATED ABSORPTION"
360.0,2002,KAASTRA,CONNECTING THE X-RAY AND UV IONIZED ABSORBERS IN MRK 279
120.0,2002,GALLAGHER,PROBING THE NUCLEAR GEOMETRY OF THE MOST LUMINOUS GALAXY IN THELOCAL UNIVERSE WITH CHANDRA
82.9,2002,WILKES,WHY DO WE SEE BROAD LINES IN X-RAY ABSORBED AGN?
30.0,2002,O'DEA,CHANDRA IMAGING OF A COMPLETE SAMPLE OF LOW LUMINOSITY RADIOGALAXIES:JETS VS. DISKS IN THE BLACK HOLE PARADIGM
70.0,2002,DADINA,CHANDRA AND XMM-NEWTON TO STUDY THE IONIZATION CONES OF THESEYFERT 2 GALAXY NGC 5252
90.0,2002,SAMBRUNA,CHANDRA OBSERVATIONS OF A UNIFORM SAMPLE OF FRI GALAXIES
60.0,2002,MAIOLINO,ELUSIVE ACTIVE GALACTIC NUCLEI IN STARBURST GALAXIES
50.0,2002,RASMUSSEN,EFFECTS OF INTERGALACTIC GAS ON STARBURST WINDS
150.0,2002,REEVES,"CHANDRA SPECTROSCOPY OF THE MOST LUMINOUS NEARBY QUASAR, PDS 456"
53.0,2002,VIGNALI,A CHANDRA SURVEY OF THE MOST LUMINOUS QUASARS AT Z>4
80.0,2002,KRAEMER,PROBING THE STRUCTURE OF THE NARROW-LINE REGION IN SEYFERTGALAXIES WITH CXO IMAGING SPECTROSCOPY
34.0,2002,POGGE,ARE ALL NARROW-LINE SEYFERT 1S ULTRASOFT X-RAY SOURCES?
24.92,2002,RICHARDS,X-RAY CONSTRAINTS ON THE STRUCTURE OF THE BROAD EMISSION LINEREGION IN QUASARS
140.0,2002,WILSON,THE X-RAY PROPERTIES OF ULTRALUMINOUS INFRARED GALAXIES (ULIGS)
60.0,2002,FOSSATI,WHAT KIND OF JETS DOES NATURE MAKE? X-RAY CHARACTERIZATION OFTHE FIRST FLAT SPECTRUM SAMPLE
180.0,2002,MALHOTRA,TYPE II QUASARS AMONG Z>4 STRONG LYMAN ALPHA SOURCES
50.0,2002,HARDCASTLE,THE ACTIVE NUCLEUS AND 200-KPC X-RAY JET IN NGC 6251
91.0,2002,LAURENT-MUEHLEISEN,CHANDRA OBSERVATIONS OF THE FIRST SAMPLE OF RADIO-LOUD NARROWLINE SEYFERT I GALAXIES
27.0,2002,BREUGEL,OBSCURED HIGH REDSHIFT RADIO GALAXIES
20.0,2002,HALL,X-RAYS FROM BROAD ABSORPTION LINE QUASARS WITH EXTREMEPROPERTIES
200.0,2002,NICASTRO,HIGH RESOLUTION SPECTROSCOPY OF A BLAZAR IN OUTBURST: JETENVIRONMENT AND THE INTERGALACTIC MEDIUM
57.0,2002,MIYAJI,X-RAY TRACE OF THE EARLY RISE OF THE QUASAR POPULATION
60.0,2002,WORRALL,THE X-RAY JET IN NGC 315
55.0,2002,BIRKINSHAW,THE X-RAY EMISSION MECHANISM FROM OPTICAL JETS: 3C 78
19.0,2002,STRUB,AGN JETS AT HIGH REDSHIFTS: INVERSE COMPTON SCATTERING OF THECMB?
40.0,2002,SAKELLIOU,JET DISRUPTION IN WAT RADIO GALAXIES: PROBING THE DYNAMICS OFGALAXY CLUSTERS
250.0,2002,CANIZARES,PROBING THE WARM ABSORBER/EMITTER IN THE SEYFERT 1 GALAXYMARKARIAN 290
102.0,2002,CANIZARES,PROBING THE INTERGALACTIC MEDIUM AT LOW REDSHIFT
97.0,2002,MENDEZ,SOFT X-RAY EMISSION AND ABSORPTION IN NGC 4051
28.0,2002,MURRAY,NGC 4569 LINEAR
10.0,2002,GARMIRE,ALTERNATE-A STUDY OF QUASAR EVOLUTION WITH THE AID OF LENSING
30.0,2002,GARMIRE,A STUDY OF QUASAR EVOLUTION WITH THE AID OF LENSING
60.0,2002,GEORGE,SIMULTANEOUS XMM-NEWTON AND CXO/HETGS OBSERVATIONS OF SEYFERT 1GALAXIES
100.0,2002,TURNER,DECONVOLVING THE FE KA LINE IN NGC 2110
60.0,2002,KOCHANEK,THE HOST GALAXIES OF TIME DELAY LENSES: AN INDEPENDENT ROUTE TOTHE HUBBLE CONSTANT
20.0,2002,SARAZIN,A HIGH-REDSHIFT (Z=0.95) CLUSTER REVEALED BY A FIRST BENT-DOUBLERADIO SOURCE
50.0,2002,MURRAY,CLUSTER - CL1641+4001
40.0,2002,GARMIRE,SELF-INTERACTING DARK MATTER HALOS ON SUB-CLUSTER SCALES
30.0,2002,ULMER,DISENTANGLING THE INFLUENCE OF COSMOLOGICAL PARAMETERS ANDSTRUCTURE FORMATION IN THE UNIVERSE WITH DISTANT CLUSTERS OF
94.0,2002,EBELING,THE MASS DISTRUBUTION IN THE MOST DISTANT VIRIALIZED GALAXYCLUSTER KNOWN
80.0,2002,ETTORI,SPATIALLY RESOLVED OBSERVATION OF A MAJOR MERGING EVENT IN THESHAPLEY SUPERCLUSTER
500.0,2002,SCHARF,SURVEYING THE FORNAX CLUSTER OF GALAXIES
90.0,2002,DONAHUE,A SEARCH FOR FOSSILS OF FEEDBACK IN THREE RADIO- ANDOPTICALLY-QUIET COOLING FLOWS
120.0,2002,SARAZIN,THE HIFLUGCS CLUSTER SURVEY: A CORNERSTONE FOR COSMOLOGY
50.0,2002,VIKHLININ,OBSERVING THE X-RAY LUMINOUS GALAXY CORONAE IN A1367
70.0,2002,DUPKE,INTRACLUSTER GAS BULK VELOCITIES IN THE CENTAURUS CLUSTER
95.0,2002,MAZZOTTA,STUDY OF A COLD FRONT IN A MASSIVE COOLING FLOW CLUSTER OFGALAXIES WITH STRONG LENSING
100.0,2002,ALLEN,A DETAILED STUDY OF THE LUMINOUS LENSING CLUSTER ABELL 2390
50.0,2002,PONMAN,ENTROPY FLUCTUATIONS IN GALAXY GROUPS
120.0,2002,ALLEN,"COSMOLOGICAL CONSTRAINTS FROM THE X-RAY GAS MASS FRACTION IN THEMOST LUMINOUS, RELAXED CLUSTERS"
85.0,2002,GARMIRE,A CHANDRA SURVEY OF A UNIFORMLY-SELECTED SAMPLE OF HIGH-REDSHIFTGALAXY CLUSTERS
110.0,2002,MCNAMARA,REDUCED COOLING & FEEDBACK IN CLUSTER COOLING FLOWS
190.0,2002,ROSATI,THE PHYSICAL PROPERTIES OF A MASSIVE CLUSTER AT Z=1.235
100.0,2002,FASSNACHT,AN X-RAY STUDY OF A LENS-SELECTED GROUP OF GALAXIES AT Z=0.29
60.0,2002,EBELING,THE ASSEMBLY OF A GIANT GALAXY CLUSTER AT Z=0.545
45.0,2002,LIU,CHANDRA OBSERVATIONS OF A PROTOCLUSTER AT Z = 1.31
32.0,2002,MARKEVITCH,CHANDRA OBSERVATIONS OF TWO DYNAMICALLY YOUNG GALAXY CLUSTERSA2069 AND A2384
35.0,2002,IRWIN,TEMPERATURE AND METAL ABUNDANCE DISTRIBUTIONS OF THE HOT GASWITHIN ABELL 3571
48.0,2002,LEWIS,THE NATURE OF LOW SURFACE BRIGHTNESS X-RAY CLUSTERS OF GALAXIES
20.0,2002,OTA,DOES A SPIRAL-ONLY COMPACT GROUP HAVE DIFFUSE GAS?
140.0,2002,HUGHES,CHANDRA OBSERVATIONS OF DLS SHEAR-SELECTED CLUSTERS
71.0,2002,JERIUS,ABELL 520: A LABORATORY EXPERIMENT IN CLUSTER MERGERS
40.0,2002,EDGE,THE REMARKABLE ARC IN ABELL 1201 - PROBING THE MASS PROFILE OFCLUSTERS DOWN TO 10KPC
45.0,2002,MURRAY,X-RAY STUDIES OF DYNAMICALLY YOUNG CLUSTERS OF GALAXIES
20.0,2002,VANSPEYBROECK,"X-RAY/SZ DETERMINATION OF COSMOLOGICAL PARAMETERS, PART II"
370.0,2002,VANSPEYBROECK,X-RAY/SZ DETERMINATION OF COSMOLOGICAL PARAMETERS
15.0,2002,ARNAUD,MASS CONTENT & DYNAMICAL STATE OF 3 OPTICALLY SELECTED HIGH Z(Z>0.8) CLUSTERS
275.0,2002,JONES,A CHANDRA WIDE-FIELD SURVEY TO MAP THE COSMIC WEB ANDINVESTIGATE THE EVOLUTION OF NUCLEAR ACCRETION
45.0,2002,FIORE,CHASING QUASAR 2
60.0,2002,MCHARDY,A CHANDRA/XMM ATTACK ON THE ASTROPHYSICS OF THE HARD X-RAYBACKGROUND.
5.0,2002,MURRAY,CHANDRA LARGE SCALE SURVEY OF THE NOAO BOOTES DEEP FIELD
25.0,2002,JONES,A CHANDRA WIDE-FIELD SURVEY TO MAP THE COSMIC WEB ANDINVESTIGATE THE EVOLUTION OF NUCLEAR ACCRETION
325.0,2002,MURRAY,CHANDRA LARGE SCALE SURVEY OF THE NOAO BOOTES DEEP FIELD
12.0,2003,ELSNER,A SEARCH FOR SOFT X-RAY AURORAS ON EARTH
78.0,2003,WAITE,SEARCH FOR X-RAYS FROM SATURNIAN SYSTEM
54.0,2003,LISSE,HIGH RESOLUTION IMAGING OF THE SOURCE OF COMET ENCKE'S X-RAYSOVER ONE NUCLEAR ROTATION
100.0,2003,MURRAY,AN X-RAY STUDY OF THE YOUNG OPEN CLUSTER NGC 2362
125.0,2003,STELZER,AGE AND TEMPERATURE DEPENDENCE OF X-RAY ACTIVITY AT THE COOL ENDOF THE MAIN-SEQUENCE
100.0,2003,CANIZARES,STUDY OF PRE-MAIN SEQUENCE STARS NEAR THE BEGINNING OF THEIRACCRETION PHASE
20.0,2003,GARMIRE,OBSERVATION OF THE CORE OF THE RCRA DARK CLOUD
25.0,2003,GARMIRE,"OBSERVATION OF A BROWN DWARF, GJ1245ABC"
40.0,2003,GARMIRE,ACIS OBSERVATIONS OF THE MASSIVE STAR-FORMING COMPLEX NGC 6357
30.0,2003,GARMIRE,CHANDRA STUDY OF THE IC 1396-N GLOBULE AND ITS NEIGHBORHOOD
100.0,2003,FAVATA,A COMPREHENSIVE SURVEY OF X-RAY EMISSION FROM THE EARLIESTPHASES OF STAR FORMATION
50.0,2003,KASTNER,THE EARLY ONSET OF X-RAY EMISSION FROM PLANETARY NEBULAE
160.0,2003,WOOD,RESOLVING THE 36 OPH AND 70 OPH BINARY SYSTEMS AND CORRELATINGTHEIR CORONAL PROPERTIES WITH THEIR WINDS
35.2,2003,TRIMBLE,"CORONAL X-RAYS FROM SINGLE, COOL, MAGNETIC WHITE DWARFS"
70.0,2003,AUDARD,"A DEEP LOOK AT THE NEAREST BROWN DWARF: EPSILON INDI B, A T2.5DWARF"
20.0,2003,ZHEKOV,DO CARBON-RICH WOLF-RAYET STARS EMIT X-RAYS ?
120.0,2003,GUEDEL,SHOCKS AND X-RAYS IN PROTOSTELLAR JETS
19.0,2003,FEIGELSON,PLANET FORMATION AND THE MISSING 10 MYR OLD STARS
60.0,2003,TOWNSLEY,TRIGGERED STAR FORMATION AND THE REMARKABLE CARINA OB CLUSTERTRUMPLER 14
